content,score
"Aplikasi yang cukup Basic, tapi sebagai pengguna setia saya ingin lebih. Kalau bisa ada fitur ""copy jadwal"", sehingga lebih mudah untuk membuat jadwal yang konstan. Kalau request aku terpenuhi, nanti kukasih bintang 5 + cinta",3
"Amat bagus, bisa buat schedule, dan notify kita akan tugas 2 sehari hari, acara tertentu, buat mengundang untuk meeting, dsb. Namun saya kurang tahu, pernah ada yang minta saya schedule yang kosong mana, dia mau ngeblock sebagian, gitu katanya. Sy tak tahu apa maksudnya.",5
Sebenarnya cukup bagus. Tapi kekurangannya adalah tampilan desktop tanggalnya tidak berubah sesuai tanggal pada hari itu. Masak tanggal 31 terus. Saya yakin pembuat aplikasi ini bisa.,3
"Aplikasinya bagus sangat bermanfaat, masukkan aja untuk nama warna kedepannya semuga bisa di edit agar lebih memudahkan. Semisal warna merah untuk deadline atau kuning untuk kegiatan yang tidak mendesak. Terimakasih.",4
"Cukup bagus, hanya sayang sepertinya tidak ada pengaturan untuk menghapus riwayat acara secara otomatis setelah hari H, jadi sampah riwayat acara numpuk banyak, atau saya yang tidak tahu pengaturannya. Mohon pencerahannya. Terima kasih...",3
Tampilan kalender yang paling jelek juga hari libur yang membingungkan,1
"Aplikasi yang sangat bermanfaat buat pekerjaan saya, Dan mohon kepada pengembang agar Fitur Warna, bisa di tambah beberapa lagi, agar jadwal saya dari januari sampai dengan desember bisa di sortir melalui warna warna tertentu, terima kasih 🙏",5
"KEMBALIKAN UI YANG DULU. Dulu ketika menekan jam jadwal bisa diatur dan diseret berapa lama dan kapan mau dimulai. Sekarang kok malah harus diatur manual, jelek banget. Menyusahkan mengatur jam.",1
Google kalender mantap sangat bagus sekali untuk kegiatan yg padat serta jadwal yg penting kedepannya. guna menghemat waktu dan bermanfaat sehari hari trim google kalender.,5
Google calendar benar2 membantu saya dalam melakukan aktivitas dimasa depan dengan fitur pengingat nya. Saya jadi tidak pernah lupa harus kontrol ke rs dan kapan harus servis ke bengkel Terimakasih Google calendar ❤️❤️❤️,5
"appl ini menarik, perlu coba² utk paham opsi yng diberikan.. mmg ikon app bisa hilang dari daftar app.... tak perlu bukanya lewat play store... cukup lakukan restart... nanti ikon.app nya.keluar lagi... selamat mencoba",4
"Aplikasi nya bagus sangat membantu terimakasih gak nyesel download, semua tugas dan tanggal tercatat dengan baik mempermudah kita juga Terima kasih goggle kalender 😊",5
"Di setiap HP pasti ada aplikasi ini , aplikasi yang berguna sekali , bukan aja buat melihat tanggal , tapi buat menandakan kegiatan kita yang ingin ditandaiin juga bisa . Sangat membantu sekali",5
"reting nya menurun banyak, maka nya sayah g mo update karena hp jadul klw segala di update ruang penyimpanan tidak cukup untuk me ngikuti fersi android sekarang, dan harus punya ruang internal di atas 3GB",4
"Icon desktop kalendernya malah jadi tidak bisa lg otomatisasi sinkronasi hari sama tanggal, jd tidak simple tampilanya, ini namanya bukan kemajuan tapi kemunduran",2
Untuk aplikasi ini begitu berguna dan bermanfaat bagi saya.Dan aplikasi ini selalu mengingatkan saya event² game yang saya miliki dan bisa mengingat kan ulang tahun atau hari yang seru.Terimakasih semoga di baca dan dimengerti.~,5
Pendapat saya bagus sekali untuk google calendar cuman ada beberapa poin yang harus di perhatikan 1. Di apk nya terlihat tanggal 31 saja harus tertulis tanggal yang sesuai misal sekarang tanggal 1 ya di tulis 1 besok tanggal 2 ya di tulis 2 bukan 31 saja maksudnya di halaman awal apk nya sama widget nya kurang banyak model² nya terimakasih semoga sampai pada pihak google,3
saya kecewa dengan G Cal berkali-kali saya isi di kalender tak terdeteksi juga. udah refresh berkali-kali masih ga keliatan apa yg sudah saya input jadwal saya. lebih baik pakai aplikasi bawaan aja. :( kalau bisa bantu jangan hanya diam lihat komplain ini,2
Iya tapi Pagai kalangder itu bagus buat tinggal bersama mereka yang tidak bisa lagi menahan diri itu bagus nggak buatan 😀💯😅☝️❤️✅,4
sangat membantu sekali klo lagi mengingat sesuatu... misal. ultah. dll,5
"Cara pindah ke tahun tertentu gimana ya? Bingung gak ada fitur lompat ke tanggal bulan tahun tertentu...,,.,.,. Masak harus scroll manual , kalau cari tahun 2005 masak harus scroll tiap bulan manual 12 kali per tahun,,, 2023-2005 = 18 tahun Berarti scrol 18 th x 12 BLN = berapa ratus scroll........",3
"Kalau bisa buat fitur seperti kalendar bawaan asus, yaitu logo aplikasinya berubah sesuai tanggal hari ini, atau ada widget untuk munculkan widget dengan ukuran 1x1",4
"Berharap tampilan ikon calendar menampilkan tanggal yang update, bukan selalu dalam tampilan angka 31 saja. Selebihnya sudah oke. Terimakasih",3
Kalau bisa tampilan bulannya di rubah seperti kalender biasa biar enak di pandang dan lebih modah di pahami dan juga tambahkan kalender jawa karna kita tinggal di indonesia,2
"Mantab, sangat membantu buat profesi lawyer untuk mencatat jadwal sidang dan ada pengingat. Sejak pakai apk ini udh gak pernah lagi kecolongan jadwal sidang",5
"Tampilan user interface kurang menarik polosan, tolong untuk update selanjutnya di percatiklah tampil ui nya walaupun hanya sekadar kalender itu penting bagi sebagian orang",1
"Tolong supaya bisa ditambahkan pengaturan tampilan widget terutama pengaturan ukuran font, karena font di widget terlalu kecil dan tidak bisa diatur besar kecilnya Mohon dipertimbangkan, terima kasih 🙏",3
Kenapa sih mau di update susah banget 😔,5
Bagus sih tapi coba kita bisa buat tanggal ulang tahun keluarga atau kita,5
bagus dan enak lihat jadwal,5
"Hai Bulan November, Hai juga Google Kalender. Seiring berjalannya waktu, Google Kalender telah mengeluarkan fitur-fitur menarik di dalam aplikasi ini, pihak Google tidak ada habis akalnya untuk membuat user sangat banggu ataupun senang untuk menggunakan Aplikasi Google Kalender ini, karena aplikasi ini sangatlah efektif bagi pengguna smartphone masa kini, terima kasih dan jaya selalu Google Keyboard. Salam hormat, Adam Zuliansyah",5
Bisa ga yh diupgrade lagi simbol di kalandernya.. contohnya klo hari Minggu kan lahir libur yh .. nomor tanggalnya jdi merah jangan item semua .. biar enak bedainnya.. ini nomor tanggalnya ga merah . Malah item semua..,3
"Google kalender sangat membantu untuk kegiatan yg padat serta jadwal yang penting dan pengingat untuk waktu dan hari spesial, semoga kedepannya lebih berkembang lagi dan bermanfaat untuk semua orang. terimakasih google kalender.",5
ngeselin masa untuk gapai tujuannya dikerjakan asli tengah malam... suka2 googlenya aja... waktunya gak sesuai udah gitu ditentukan dia banyak kali kalo cuma 1 kan bisa di edit gak capek ini semua dibuat,3
"Untuk masa yg jauh misal 2 tahun tidak bisa dibuat pengingat, tapi acara bisa. Masuk menu membuat pengingat bisa tap tidak tersimpan",4
"Saya baru update Google Kalender, sangat penting jadwal sesuai tgl yg ada di aplikasi",5
sangat membantu dalam melihat kalender kerja,5
"Dengan mudah kami mengetahui info di saat kami sibuk, sering lupa hari tgl",5
Nice sangat bagus baik digunakan Notifikasi,5
kalender bagus cm harus tambah hari seperti Jumat Kliwon gitu biar lbi keren,5
bagus dan grafiknya bagus,5
Rubah tampilan agar kelihatan simpel dan menarik,5
"Klo pengen tampilan bulan hrus pilih dulu... secara default tampilan hari... pas bikin acara atau janji kegeser atas bawah dah mleset harinya ,,, agak membingungkan... mlh lebih simpel aplikasi kalender lain ... gak geser2",3
Tolong tambah fitur kalender pasaran jawa dong,5
sangat membantu terimakasih,5
"Hi google, tolong untuk pengingat acara penting diberi tambahan option jam berapa, dan tanggal berapa kalau bisa dengan tambahan alarm atau lagu beserta notifikasi nya. Jangan mau kalah dengan kompetitor lainnya.",1
"Aplikasinya bagus, keren. Kalau bisa tambahkan fitur 3D touch di kotak Acara/jadwal, agar lebih mudah dan tanpa membuka satu persatu acara/jadwal.",5
"bagus, sangat berguna utk melihat jadwal harian serta sudah update dengan hari libur nasional",5
Aplikasinya berguna untuk melihat kalender online,5
bagus untuk digunakan,5
sangat membantu pekerjaan,5
Tolong perbaiki karena tidak bisa update aplikasi 🙏,1
sangat terbaik dan membantu,5
"halo halo, bagus banget",5
"Sangat puas dengan keakuratan schedjule. Perbanyak motif dan modelnya yaa,buat warna warni dah ckup bagus dan nysman dilohat disaat jadwal menumpuk",4
sangat membantu membuat jadwal,5
Aplikasi google kalender tidak stabil,1
Bagus dan membantu,5
lebih baik LG dari debelumnya,5
tidak dapat di perbarui,1
sangat bermanfaat,5
bagus sangat membantu,5
sangat merekomendasikan,5
amplikasi yg bagus,4
sangat menarik,5
Aflikasi bagus dari kelangan kita semua,4
"Sekelas Google tidak update,Isa almasih sudah diganti Yesus Kristus sesuai edaran kementrian",1
Kenapa tidak di rangkap dengan tanggalan jawa,5
mantap apa lagi di buat hari besar,4
"Jika kusuka, ku beri bintang lima. Dari hatiku dengan tulus ku berikan.",5
Kalender untuk melengkapi,5
"Mantap , pas tanggal libur nya",5
Ini kenapa kok sekarang gk bisa dibuka?,3
Lengkap. Keterangan hari besar ada.,5
sangat mudah digunakan,5
kalenderku membantuku untuk mengingat waktu,5
pengen kaleder yang bagus,3
Kalender salah tidak sesuai dengan pemerintah,2
klau bs d'sertai kalender pendidikan 🙏,5
Sangat mudah di pahami Oke.....,5
Terima kasih Google Kalender.,5
Aplikasi Sangat Membantu,5
Saya sangat suka dengan aplikasi nya,5
Kurang bgus mnurut saya .. tahunya ngk kelihat,1
bagus sekali progamnya,5
Baguss sangat membantu,5
Aku suka banget sangat membantu,5
"Cocok akurat mantul pisan,,😯☝️👍",5
Udah deh keren abis buat kamu,3
Memang benar jarigan ni bagus,5
Tolonglah sempurnakan,3
"5 bintang untuk google kalender,ok.",5
baik dan membantu,5
Sangat d butuhkan,5
Ah nggak asing lagi ini mah. Semua dah tahu. Mantep.,5
saat ini masih bagus,5
Waktu dan bulan memang cocok buat saya semua nya akurat.,5
bagus skli.. mulai lengkap dr Pda sebelum y..,5
bagus dan membantu,4
Sifat ny kurang baik,5
"Google Kalender Aplikasi bagus,saya pasang di dua device saya,Selama ini ga ada keluhan. Terima kasih semoga bermanfaat ulasan saya.",5
Google kalender aplikasi ini sangat bagus 😍😍kalau bisa harus lebih di tingkatkan lagii,5
Tidak dapat diperbaharui,1
bisa mebantu keren,5
"Dalam tampilan bln ato layar pénuh,Hari minggu bagusnya warna tampilan di beri warna misal (merah) atau hari libur lainya biru agar terlihat lebih menarik tampilanya🙏🏻.",4
"Ga bisa pergi ke tanggal dan tahun lampau,,, untuk menandai kelahiran Harus seperti kalender2 dahulu tinggal search untuk pergi ke tanggal yg di inginkan dan dapat menandai di tanggal tersebut tentang kejadian kelahiran misalkan,,, agar dapat dibuatkan alarm setiap menemui tanggal yg ditandai",1
"kenapa gak bisa di update selalu gagal, tolong dong diperbaiki",1
"Sangat bagus,dan saya sangat tampan dan cerdas, pintar berwawasan tinggi,,,tapi kalau ingat semuanya kadang hati jd terasa pilu dan sedih...ah geus we pokona mah hese dicaritakeun ge....",5
Sangat bermanfaat utk mengingat janji dan pesan penting,4
Sayang kali tampilan widgetnya cuma tersedia warna putih.. Tolong sediakan jg dong yg warna hitam spy lebih bisa mix-match dgn tema/wallpaper ponsel..,4
"Kalender membantu pekerjaan sehari-hari. Dengan fiturnya sinkronisasi, bisa sama di banyak perangkat. Saran, ditambah tanggalan jawa.",5
"Mantaaapp,tidak bidak di upgreet",5
sangat baik melayanin,5
sangat bermanfaat sekali,5
Kalender sangat membantu untuk melihat tanggal apabila lupa,5
"Sangat membantu, mengingatkan kami atas aktivitas diusia up 60 tahun. Tks pisan",5
mohon dikoreksi lagi widgetnya untuk bulan hijriah ada yang salah,5
kalender nya bagus tapi sayang gak ada kalender arab nya,3
"Perbaikan ui tampilan mingguan, bulanan, dan harian yang masih harus dibenahi",5
Banyak kesalahan dan sering bug,3
Dari jaman bahela model tau tampilannya bgitu² trus g da perubahan n kemajuan KL hari libur tau Minggu dberi warna dong biar tau libur pa ga. Trus ksh keterangan yg jls,2
dengan satu genggaman jadi lebih mudah,5
produk goggle semua nya bagus,5
"udah bawaan hp, Tapii Lumayan Bagus AplikasiNya ..",4
Sebagai tanggal yang kita butuhkan.dan bulan yang kita Ketahui dalam suatu kepentinga Bagi kita semua ada di sini.,5
Masih ada daftar hari libur yang tidak sesuai...,4
kenapa ya di google kalender tidak bisa membuat catatan pengingat lagi ya?,5
aplikasinya sangat bantu si mna pun kita tau hari apa tanggal berapa dan hal pentingnnya,5
"membantu kita dalam segala hal, terutama dalam pekerjaan sehari sehari",5
Kepada Google kalender kami mohon bantuannya untuk bisa membantu ketua grup persahabatan publik,2
Lebih praktis dan sesuai kebutuhan,5
kalender penting mengingatkan kita yg suka lupa tgl.,4
"bgus desain gambarx hidup, tingkatkn animasi gambarx yg lbh detail n hidup",5
Perlu update nih..tgl nya salah.desember tgl 1 pada hari minggu.ini malah Rabu.,3
"Mungkin bisa ditambahkan poin catatan, tidak harus Tugas atau Acara",5
Kok aplikasi nya gak bisa di update,5
Keren dan Bagus,5
Notif utk ultah tidak ada keterangan umur,1
Selalu menjadi pengingat selain alarm,5
jadi inget tanggalan dari kalender ini,5
Tolong berikan warna merah pada hari Minggu dan hari libur nya..,1
"Kurang sederhana tp praktis dan modern menurut judulnya aplikasi. Klo pun combo tp jd rumit mnurut kbanyakn user di antropologi indonesia, itu tdk bagus dan jd ketidaknyamanan. Upz..",3
Tolong bikin tampilannya yang KEREN dong seperti layaknya Kalender. Dari dulu tampilannya gitu aja seperti kotak-kotak microsof EXCEL,1
"Angka terlalu kecil,dan penampilan sangat standar. di ikon app tgl tidak sesuai dan gak ganti2.",2
butuh fitur penjadwalan yg lebih rapii.,4
Setelah update gak ada perubahan sama sekali. Tampilannya itu itu aja gak ada yang dirubah. Terus kalender gak komplit.,4
"Saya sebagai penikmat Layanan internet, sangat di manjakan dg kehadiran fitur google kalender ini, di samping bisa membantu saya dg kesibukan sehari-hari, saya bisa melihat@ kembali moment2 yg sdah d save di Apk google kalender ini, mntap, rekomend bnget,, trims kerjasamanya",5
sudah sangat bagus. akan lebih bagus jika ada kalender alternatif contoh kalender hijriyah. agar mempermudah pengguna (user). terima kasih,4
"Pada tampilan utamanya masih belum disinkron dg tanggal aktualnya, tetap aja 31. Gak seperti aplikasi sebelah yg tampilan awalnya berubah2 sesuai dg tgl. aktual hari ini.",2
"Hebat!, Terima kasih saya sekarang jadi tidak lupa lagi tentang tanggal, hari, Minggu, dan bulan. Soalnya kadang aku suka lupa hari walau pun sudah punya kalender berdiri di meja belajar ku BYE!!👋",5
"Bagus juga, kalau ada hari tertentu bisa diaktifkan notifikasi untuk mengingatkan, bisa pilih tujuan, dan udah ada dark mode. 👍✨😊",3
"Aku Suka banget, bener² udah pas. tapi ada sedikit masalah. ketika kita menambahkan tugas kemudian tidak dikerjakan hari itu, akan masuk di notifikasi ""tugas yang tertunda"". namun ini tidak berlaku pada tugas yang ""berulang"" mohoj perbaikannya dan terimakasih",5
Aku suka banget aplikasinya aku beri ranting lima karena aplikasinya bagus guys ayo donlot aplikasi ini buruan ini aplikasinya itu bagus loh kalian boleh kerja dirumah yah gitu kalian bisa pilih kerjaan rumah kamu misalnya: olahraga Dan sebagainya cepat yah donlot aplikasi ini aplikasi ini tuh bagus banget (aku gak maksa yah) saya tidak memaksa kamu,5
"Sangat baik sekali dan sangat membantu pokonya mantap Google Kalender,, saran saya ciptakan sesuatu yang lebik baik lagi dan bermanfaat untuk semua pengguna,, sukses slalu..",5
"Mantap dah sekali ketik sudah keluar lagunya,dan tinggal klik tanda panah langsung masuk lagunya.",5
Halo. Google aplikasi kalender yang ini bagus sekali atau mungkin lebih bagus lagi soalnya aku bisa ngeliat ramadhan kaya berapa lama lagi jadi aku bisa langsung tahu kapan ramadhan nya makasih Google,5
"admin, tolong dong, ketika mengedit waktu tujuan pribadi yang tidak sesuai kenapa waktu tujuan hari selanjutnya tidak ikut berubah waktunya, kalau begitu harus ngedit lagi setiap hari kan capek, terimakasih",3
